Autor1,Autor2,Evento
Orlando Lee,Vinícius de Souza Carvalho,ETC
Cândida Nunes da Silva,Lucas Rigo Yoshimura,CTIC
Cândida Nunes da Silva,Maycon Sambinelli,CTIC
Cândida Nunes da Silva,Orlando Lee,CTIC
Lucas Rigo Yoshimura,Maycon Sambinelli,CTIC
Lucas Rigo Yoshimura,Orlando Lee,CTIC
Maycon Sambinelli,Orlando Lee,CTIC
Ana Alencar,Anna Marques,WIT
Ana Alencar,Karina Branco,WIT
Ana Alencar,Maria Mendes,WIT
Ana Alencar,Valéria Pinheiro,WIT
Anna Marques,Karina Branco,WIT
Anna Marques,Maria Mendes,WIT
Anna Marques,Valéria Pinheiro,WIT
Karina Branco,Maria Mendes,WIT
Karina Branco,Valéria Pinheiro,WIT
Maria Mendes,Valéria Pinheiro,WIT
Alexandre Costa,Flávia Delicato,SBCUP
Alexandre Costa,Jose Souza,SBCUP
Flávia Delicato,Jose Souza,SBCUP
Evilasio Costa Junior,Leonardo Rocha,SBCUP
Evilasio Costa Junior,Rafael Gomes,SBCUP
Evilasio Costa Junior,Rossana Andrade,SBCUP
Leonardo Rocha,Rafael Gomes,SBCUP
Leonardo Rocha,Rossana Andrade,SBCUP
Rafael Gomes,Rossana Andrade,SBCUP
Ana Carla Kruger Leite,Cibelle Amorim Martins,WIT
Ana Carla Kruger Leite,Clara Marques Bodart,WIT
Ana Carla Kruger Leite,Márcia Gonçalves Oliveira,WIT
Ana Carla Kruger Leite,Soraya Roberta dos Santos Medeiros,WIT
Cibelle Amorim Martins,Clara Marques Bodart,WIT
Cibelle Amorim Martins,Márcia Gonçalves Oliveira,WIT
Cibelle Amorim Martins,Soraya Roberta dos Santos Medeiros,WIT
Clara Marques Bodart,Márcia Gonçalves Oliveira,WIT
Clara Marques Bodart,Soraya Roberta dos Santos Medeiros,WIT
Márcia Gonçalves Oliveira,Soraya Roberta dos Santos Medeiros,WIT
Ana Silva,Kenny Domingues,ETC
Ana Silva,Yuri Silva de Oliveira,ETC
Kenny Domingues,Yuri Silva de Oliveira,ETC
Ronney Moreira Castro,Tadeu Moreira de Classe,WEI
Maria Luíza López Cruz,Raquel Souza Francisco Bravo,ETC
Fernando A. Teixeira,Marconi de Arruda Pereira,WEI
Fernando A. Teixeira,Sérgio de Oliveira,WEI
Marconi de Arruda Pereira,Sérgio de Oliveira,WEI
Ernane Martins,Luís Gouveia,WEI
Antonio L. Amadeu,Eduardo M. Pereira,SEMISH
Antonio L. Amadeu,Fernando Vinturin,SEMISH
Antonio L. Amadeu,Guilherme A. Zimeo Morais,SEMISH
Antonio L. Amadeu,Maickel Hubner,SEMISH
Antonio L. Amadeu,Marcelo Santos,SEMISH
Eduardo M. Pereira,Fernando Vinturin,SEMISH
Eduardo M. Pereira,Guilherme A. Zimeo Morais,SEMISH
Eduardo M. Pereira,Maickel Hubner,SEMISH
Eduardo M. Pereira,Marcelo Santos,SEMISH
Fernando Vinturin,Guilherme A. Zimeo Morais,SEMISH
Fernando Vinturin,Maickel Hubner,SEMISH
Fernando Vinturin,Marcelo Santos,SEMISH
Guilherme A. Zimeo Morais,Maickel Hubner,SEMISH
Guilherme A. Zimeo Morais,Marcelo Santos,SEMISH
Maickel Hubner,Marcelo Santos,SEMISH
Renato F. Bulcão-Neto,Thalia S. Santana,SBCUP
Bruno Gadelha,Fabian de Oliveira Lopes,WASHES
Ayslan Trevizan Possebom,Carlos Roberto Beleti Junior,WEI
Ayslan Trevizan Possebom,César Alberto da Silva,WEI
Ayslan Trevizan Possebom,Daniela Eloise Flôr,WEI
Ayslan Trevizan Possebom,Eduardo Henrique Molina da Cruz,WEI
Ayslan Trevizan Possebom,Paulo César Gonçalves,WEI
Ayslan Trevizan Possebom,Rodrigo Hübner,WEI
Carlos Roberto Beleti Junior,César Alberto da Silva,WEI
Carlos Roberto Beleti Junior,Daniela Eloise Flôr,WEI
Carlos Roberto Beleti Junior,Eduardo Henrique Molina da Cruz,WEI
Carlos Roberto Beleti Junior,Paulo César Gonçalves,WEI
Carlos Roberto Beleti Junior,Rodrigo Hübner,WEI
César Alberto da Silva,Daniela Eloise Flôr,WEI
César Alberto da Silva,Eduardo Henrique Molina da Cruz,WEI
César Alberto da Silva,Paulo César Gonçalves,WEI
César Alberto da Silva,Rodrigo Hübner,WEI
Daniela Eloise Flôr,Eduardo Henrique Molina da Cruz,WEI
Daniela Eloise Flôr,Paulo César Gonçalves,WEI
Daniela Eloise Flôr,Rodrigo Hübner,WEI
Eduardo Henrique Molina da Cruz,Paulo César Gonçalves,WEI
Eduardo Henrique Molina da Cruz,Rodrigo Hübner,WEI
Paulo César Gonçalves,Rodrigo Hübner,WEI
Ana Cecília M. de Melo,Glaucia M. M. Campos,WIT
Ana Luisa D. Almeida,Gabriel C. Carrara,ENCompIF
Ana Luisa D. Almeida,Isabele B. Prates,ENCompIF
Ana Luisa D. Almeida,João Gabriel R. Silva,ENCompIF
Ana Luisa D. Almeida,Letícia C. T. Nascimento,ENCompIF
Ana Luisa D. Almeida,Pedro H. O. Souza,ENCompIF
Ana Luisa D. Almeida,Renato C. Cani,ENCompIF
Ana Luisa D. Almeida,Thiago R. Almeida,ENCompIF
Gabriel C. Carrara,Isabele B. Prates,ENCompIF
Gabriel C. Carrara,João Gabriel R. Silva,ENCompIF
Gabriel C. Carrara,Letícia C. T. Nascimento,ENCompIF
Gabriel C. Carrara,Pedro H. O. Souza,ENCompIF
Gabriel C. Carrara,Renato C. Cani,ENCompIF
Gabriel C. Carrara,Thiago R. Almeida,ENCompIF
Isabele B. Prates,João Gabriel R. Silva,ENCompIF
Isabele B. Prates,Letícia C. T. Nascimento,ENCompIF
Isabele B. Prates,Pedro H. O. Souza,ENCompIF
Isabele B. Prates,Renato C. Cani,ENCompIF
Isabele B. Prates,Thiago R. Almeida,ENCompIF
João Gabriel R. Silva,Letícia C. T. Nascimento,ENCompIF
João Gabriel R. Silva,Pedro H. O. Souza,ENCompIF
João Gabriel R. Silva,Renato C. Cani,ENCompIF
João Gabriel R. Silva,Thiago R. Almeida,ENCompIF
Letícia C. T. Nascimento,Pedro H. O. Souza,ENCompIF
Letícia C. T. Nascimento,Renato C. Cani,ENCompIF
Letícia C. T. Nascimento,Thiago R. Almeida,ENCompIF
Pedro H. O. Souza,Renato C. Cani,ENCompIF
Pedro H. O. Souza,Thiago R. Almeida,ENCompIF
Renato C. Cani,Thiago R. Almeida,ENCompIF
Aíla Maciel,Gabriela Felipa Souza,WIT
Aíla Maciel,Patrícia Araújo de Oliveira,WIT
Gabriela Felipa Souza,Patrícia Araújo de Oliveira,WIT
Dante A. C. Barone,Guilherme W. P. dos Santos,WEI
Dante A. C. Barone,Ives C. Passos,WEI
Dante A. C. Barone,Leonardo F. B. S. Carvalho,WEI
Guilherme W. P. dos Santos,Ives C. Passos,WEI
Guilherme W. P. dos Santos,Leonardo F. B. S. Carvalho,WEI
Ives C. Passos,Leonardo F. B. S. Carvalho,WEI
Gláucia Braga e Silva,Maria Theresa Arruda Henriques,WIT
Gláucia Braga e Silva,Thais Regina de M. B. Silva,WIT
Maria Theresa Arruda Henriques,Thais Regina de M. B. Silva,WIT
Fabrizio Franzoia,Fernanda Pires,WIT
Fabrizio Franzoia,Marcela Pessoa,WIT
Fernanda Pires,Marcela Pessoa,WIT
Daniel da A. Souza,Diego L. Cardoso,SEMISH
Daniel da A. Souza,Igor W. A. Falcão,SEMISH
Daniel da A. Souza,Paulo H. A. Pereira,SEMISH
Daniel da A. Souza,Rafael F. Vieira,SEMISH
Daniel da A. Souza,Rita de C. P. Cunha,SEMISH
Diego L. Cardoso,Igor W. A. Falcão,SEMISH
Diego L. Cardoso,Paulo H. A. Pereira,SEMISH
Diego L. Cardoso,Rafael F. Vieira,SEMISH
Diego L. Cardoso,Rita de C. P. Cunha,SEMISH
Igor W. A. Falcão,Paulo H. A. Pereira,SEMISH
Igor W. A. Falcão,Rafael F. Vieira,SEMISH
Igor W. A. Falcão,Rita de C. P. Cunha,SEMISH
Paulo H. A. Pereira,Rafael F. Vieira,SEMISH
Paulo H. A. Pereira,Rita de C. P. Cunha,SEMISH
Rafael F. Vieira,Rita de C. P. Cunha,SEMISH
Carla N. Lintzmayer,Denis G. Fantinato,ETC
Carla N. Lintzmayer,Lucas F. Muniz,ETC
Denis G. Fantinato,Lucas F. Muniz,ETC
Benilda Silva,Carlos Portela,WEI
Benilda Silva,Fabricio Farias,WEI
Benilda Silva,Leonardo Gonçalves,WEI
Benilda Silva,Rafael Santos,WEI
Carlos Portela,Fabricio Farias,WEI
Carlos Portela,Leonardo Gonçalves,WEI
Carlos Portela,Rafael Santos,WEI
Fabricio Farias,Leonardo Gonçalves,WEI
Fabricio Farias,Rafael Santos,WEI
Leonardo Gonçalves,Rafael Santos,WEI
Anna Helena Reali Costa,Felipe Leno da Silva,CTD
Anderson J. C. Sena,Fabricio J. B. Brito,WPerformance
Anderson J. C. Sena,Filipe C. Fernandes,WPerformance
Anderson J. C. Sena,Ramon C. F. Araújo,WPerformance
Anderson J. C. Sena,Rodrigo M. S. Oliveira,WPerformance
Fabricio J. B. Brito,Filipe C. Fernandes,WPerformance
Fabricio J. B. Brito,Ramon C. F. Araújo,WPerformance
Fabricio J. B. Brito,Rodrigo M. S. Oliveira,WPerformance
Filipe C. Fernandes,Ramon C. F. Araújo,WPerformance
Filipe C. Fernandes,Rodrigo M. S. Oliveira,WPerformance
Ramon C. F. Araújo,Rodrigo M. S. Oliveira,WPerformance
Aron Miranda Henrique-Alves,Helton Maia,SEMISH
Aron Miranda Henrique-Alves,John Victor Alves Luiz,SEMISH
Aron Miranda Henrique-Alves,Richardson Santiago Teles de Menezes,SEMISH
Aron Miranda Henrique-Alves,Rossana Moreno Santa Cruz,SEMISH
Helton Maia,John Victor Alves Luiz,SEMISH
Helton Maia,Richardson Santiago Teles de Menezes,SEMISH
Helton Maia,Rossana Moreno Santa Cruz,SEMISH
John Victor Alves Luiz,Richardson Santiago Teles de Menezes,SEMISH
John Victor Alves Luiz,Rossana Moreno Santa Cruz,SEMISH
Richardson Santiago Teles de Menezes,Rossana Moreno Santa Cruz,SEMISH
Cleverson Nahum,Lucas Nóvoa,SEMISH
Cleverson Nahum,Silvia Lins,SEMISH
Cleverson Nahum,Virgínia Tavares,SEMISH
Lucas Nóvoa,Silvia Lins,SEMISH
Lucas Nóvoa,Virgínia Tavares,SEMISH
Silvia Lins,Virgínia Tavares,SEMISH
Claudia Motta,Paulo Roberto Filho,SEMISH
Claudia Motta,Walkir Brito,SEMISH
Claudia Motta,Zeca Borges,SEMISH
Paulo Roberto Filho,Walkir Brito,SEMISH
Paulo Roberto Filho,Zeca Borges,SEMISH
Walkir Brito,Zeca Borges,SEMISH
Larissa M. da F. Galeno,Maria Eduarda H. Lucena,WIT
Larissa M. da F. Galeno,Maria Luiza M. Campos,WIT
Larissa M. da F. Galeno,Tainá da S. Lima,WIT
Maria Eduarda H. Lucena,Maria Luiza M. Campos,WIT
Maria Eduarda H. Lucena,Tainá da S. Lima,WIT
Maria Luiza M. Campos,Tainá da S. Lima,WIT
Antônio K. B. Fernandes,Guilherme O. Mota,ETC
Antônio K. B. Fernandes,Hugo M. Vicente,ETC
Antônio K. B. Fernandes,Maurício Collares,ETC
Guilherme O. Mota,Hugo M. Vicente,ETC
Guilherme O. Mota,Maurício Collares,ETC
Hugo M. Vicente,Maurício Collares,ETC
Manoel Horta Ribeiro,Virgílio A. F. Almeida,CTD
Manoel Horta Ribeiro,Wagner Meira Jr,CTD
Virgílio A. F. Almeida,Wagner Meira Jr,CTD
Eduardo E. Mosca,Francisco A. Rocha,SBCUP
Eduardo E. Mosca,Gabriel G. Silva,SBCUP
Eduardo E. Mosca,Rafael L. Gomes,SBCUP
Francisco A. Rocha,Gabriel G. Silva,SBCUP
Francisco A. Rocha,Rafael L. Gomes,SBCUP
Gabriel G. Silva,Rafael L. Gomes,SBCUP
Carla Sanches Nere dos Santos,Igor Muzetti Pereira,SEMISH
Carla Sanches Nere dos Santos,Vicente José Peixoto de Amorim,SEMISH
Igor Muzetti Pereira,Vicente José Peixoto de Amorim,SEMISH
Alan Fernandes,Bruna Soares,SEMISH
Alan Fernandes,Bruno Matias,SEMISH
Alan Fernandes,Everton Cavalcante,SEMISH
Alan Fernandes,Felipe Rocha,SEMISH
Alan Fernandes,Oswaldo de Oliveira,SEMISH
Alan Fernandes,Sâmela Ferreira,SEMISH
Alan Fernandes,Thais Batista,SEMISH
Bruna Soares,Bruno Matias,SEMISH
Bruna Soares,Everton Cavalcante,SEMISH
Bruna Soares,Felipe Rocha,SEMISH
Bruna Soares,Oswaldo de Oliveira,SEMISH
Bruna Soares,Sâmela Ferreira,SEMISH
Bruna Soares,Thais Batista,SEMISH
Bruno Matias,Everton Cavalcante,SEMISH
Bruno Matias,Felipe Rocha,SEMISH
Bruno Matias,Oswaldo de Oliveira,SEMISH
Bruno Matias,Sâmela Ferreira,SEMISH
Bruno Matias,Thais Batista,SEMISH
Everton Cavalcante,Felipe Rocha,SEMISH
Everton Cavalcante,Oswaldo de Oliveira,SEMISH
Everton Cavalcante,Sâmela Ferreira,SEMISH
Everton Cavalcante,Thais Batista,SEMISH
Felipe Rocha,Oswaldo de Oliveira,SEMISH
Felipe Rocha,Sâmela Ferreira,SEMISH
Felipe Rocha,Thais Batista,SEMISH
Oswaldo de Oliveira,Sâmela Ferreira,SEMISH
Oswaldo de Oliveira,Thais Batista,SEMISH
Sâmela Ferreira,Thais Batista,SEMISH
Hugo Kuribayashi,Isaac Barros,SBCUP
Hugo Kuribayashi,João Carmona,SBCUP
Hugo Kuribayashi,Warley Junior,SBCUP
Hugo Kuribayashi,Wendel Serra,SBCUP
Isaac Barros,João Carmona,SBCUP
Isaac Barros,Warley Junior,SBCUP
Isaac Barros,Wendel Serra,SBCUP
João Carmona,Warley Junior,SBCUP
João Carmona,Wendel Serra,SBCUP
Warley Junior,Wendel Serra,SBCUP
Andre Aquino,Arthur Melo,SBCUP
Andre Aquino,Hugo Souza,SBCUP
Arthur Melo,Hugo Souza,SBCUP
Mauro F. Santos Junior,Sergiana Alves da Silva,WEI
Antonio Carlos Schneider Beck,Luigi Carro,CTD
Antonio Carlos Schneider Beck,Marcelo Brandalero,CTD
Luigi Carro,Marcelo Brandalero,CTD
André L. L. Aquino,Israel L. C. Vasconcelos,SBCUP
Alecsander Dornelles,Rafael Parizi,ENCompIF
Barbara Freitas,Luciana Cosme,WIT
Barbara Freitas,Mayara Nascimento,WIT
Luciana Cosme,Mayara Nascimento,WIT
Lucas Ribeiro,Windson Viana,SBCUP
Ronney Moreira Castro,Tadeu Moreira de Classe,WEI
Bruno L. Netto,Fábio Botler,ETC
Carlos E. Ferreira,Gabriel M. de Azevedo,ETC
André L. P. Guedes,Leandro M. Zatesko,CTD
André L. P. Guedes,Renato Carmo,CTD
Leandro M. Zatesko,Renato Carmo,CTD
Fabricio Mendoza-Granada,Marcos Villagra,ETC
Alessandra Herranz Gazquez,Regiane da Silva Macuch,WIT
Adenauer Yamin,Jorge Aranda,SBCUP
Adenauer Yamin,Jorge Barbosa,SBCUP
Adenauer Yamin,Juliano Carvalho,SBCUP
Adenauer Yamin,Lucas Dias,SBCUP
Adenauer Yamin,Mauricio Tavares,SBCUP
Jorge Aranda,Jorge Barbosa,SBCUP
Jorge Aranda,Juliano Carvalho,SBCUP
Jorge Aranda,Lucas Dias,SBCUP
Jorge Aranda,Mauricio Tavares,SBCUP
Jorge Barbosa,Juliano Carvalho,SBCUP
Jorge Barbosa,Lucas Dias,SBCUP
Jorge Barbosa,Mauricio Tavares,SBCUP
Juliano Carvalho,Lucas Dias,SBCUP
Juliano Carvalho,Mauricio Tavares,SBCUP
Lucas Dias,Mauricio Tavares,SBCUP
Fabiano de Souza Oliveira,Jayme Luiz Szwarcfiter,ETC
Fabiano de Souza Oliveira,Vitor Tocci Ferreira de Luca,ETC
Jayme Luiz Szwarcfiter,Vitor Tocci Ferreira de Luca,ETC
Ana Silva,Davi de Andrade,ETC
Adriano Kamimura Suzuki,Matheus Henrique Junqueira Saldanha,CTIC
Atílio G. Luiz,Luisa Frickes,CTIC
Atílio G. Luiz,Simone Dantas,CTIC
Luisa Frickes,Simone Dantas,CTIC
Claudson F. Bornstein,Jayme L. Szwarcfiter,CTD
Claudson F. Bornstein,Tanilson D. Santos,CTD
Claudson F. Bornstein,Uéverton S. Souza,CTD
Jayme L. Szwarcfiter,Tanilson D. Santos,CTD
Jayme L. Szwarcfiter,Uéverton S. Souza,CTD
Tanilson D. Santos,Uéverton S. Souza,CTD
Alexandre Cezar,Ana Silva,ETC
Alexandre Cezar,Carlos V. G. C. Lima,ETC
Alexandre Cezar,Júlio Araújo,ETC
Alexandre Cezar,Vinicius F. dos Santos,ETC
Ana Silva,Carlos V. G. C. Lima,ETC
Ana Silva,Júlio Araújo,ETC
Ana Silva,Vinicius F. dos Santos,ETC
Carlos V. G. C. Lima,Júlio Araújo,ETC
Carlos V. G. C. Lima,Vinicius F. dos Santos,ETC
Júlio Araújo,Vinicius F. dos Santos,ETC
Juliano F. Kazienko,Silvio E. Quincozes,WPerformance
Juliano F. Kazienko,Vagner E. Quincozes,WPerformance
Silvio E. Quincozes,Vagner E. Quincozes,WPerformance
Fabrício Silva,Leonardo Santos,SBCUP
Fabrício Silva,Mateus Silva,SBCUP
Fabrício Silva,Raissa Souza,SBCUP
Fabrício Silva,Thais Silva,SBCUP
Leonardo Santos,Mateus Silva,SBCUP
Leonardo Santos,Raissa Souza,SBCUP
Leonardo Santos,Thais Silva,SBCUP
Mateus Silva,Raissa Souza,SBCUP
Mateus Silva,Thais Silva,SBCUP
Raissa Souza,Thais Silva,SBCUP
Bruno A. Bonifácio,César França,WASHES
Bruno A. Bonifácio,Franciney O. Lima,WASHES
César França,Franciney O. Lima,WASHES
Josely Cubero,Julia Passos,WIT
Josely Cubero,Karina Huh,WIT
Josely Cubero,Lais Cavalheiro,WIT
Josely Cubero,Marcelo M. Eler,WIT
Josely Cubero,Sarajane M. Peres,WIT
Josely Cubero,Yasmin Gonçalves,WIT
Julia Passos,Karina Huh,WIT
Julia Passos,Lais Cavalheiro,WIT
Julia Passos,Marcelo M. Eler,WIT
Julia Passos,Sarajane M. Peres,WIT
Julia Passos,Yasmin Gonçalves,WIT
Karina Huh,Lais Cavalheiro,WIT
Karina Huh,Marcelo M. Eler,WIT
Karina Huh,Sarajane M. Peres,WIT
Karina Huh,Yasmin Gonçalves,WIT
Lais Cavalheiro,Marcelo M. Eler,WIT
Lais Cavalheiro,Sarajane M. Peres,WIT
Lais Cavalheiro,Yasmin Gonçalves,WIT
Marcelo M. Eler,Sarajane M. Peres,WIT
Marcelo M. Eler,Yasmin Gonçalves,WIT
Sarajane M. Peres,Yasmin Gonçalves,WIT
Daniel Victor Teixeira Lima,Francisco de Albuquerque Júnior,SEMISH
Daniel Victor Teixeira Lima,Marcelino Silva da Silva,SEMISH
Daniel Victor Teixeira Lima,Vanilze Vaz,SEMISH
Francisco de Albuquerque Júnior,Marcelino Silva da Silva,SEMISH
Francisco de Albuquerque Júnior,Vanilze Vaz,SEMISH
Marcelino Silva da Silva,Vanilze Vaz,SEMISH
Bruna A. da Silva,Cleber Zanchettin,WPerformance
Bruna A. da Silva,David Macedo,WPerformance
Bruna A. da Silva,Paulo F. C. Barbosa,WPerformance
Bruna A. da Silva,Renato M. de Moraes,WPerformance
Cleber Zanchettin,David Macedo,WPerformance
Cleber Zanchettin,Paulo F. C. Barbosa,WPerformance
Cleber Zanchettin,Renato M. de Moraes,WPerformance
David Macedo,Paulo F. C. Barbosa,WPerformance
David Macedo,Renato M. de Moraes,WPerformance
Paulo F. C. Barbosa,Renato M. de Moraes,WPerformance
Derivaldo Machado da Silva,Viviane Almeida dos Santos,WIT
Arthur Felipe Herdt Schuelter,Ediana da Silva de Souza,WIT
Arthur Felipe Herdt Schuelter,Isabela Gasparini,WIT
Arthur Felipe Herdt Schuelter,Milene Selbach Silveira,WIT
Arthur Felipe Herdt Schuelter,Rebeca Schroeder,WIT
Arthur Felipe Herdt Schuelter,Simone Diniz Junqueira Barbosa,WIT
Arthur Felipe Herdt Schuelter,Êrica Peters do Carmo,WIT
Ediana da Silva de Souza,Isabela Gasparini,WIT
Ediana da Silva de Souza,Milene Selbach Silveira,WIT
Ediana da Silva de Souza,Rebeca Schroeder,WIT
Ediana da Silva de Souza,Simone Diniz Junqueira Barbosa,WIT
Ediana da Silva de Souza,Êrica Peters do Carmo,WIT
Isabela Gasparini,Milene Selbach Silveira,WIT
Isabela Gasparini,Rebeca Schroeder,WIT
Isabela Gasparini,Simone Diniz Junqueira Barbosa,WIT
Isabela Gasparini,Êrica Peters do Carmo,WIT
Milene Selbach Silveira,Rebeca Schroeder,WIT
Milene Selbach Silveira,Simone Diniz Junqueira Barbosa,WIT
Milene Selbach Silveira,Êrica Peters do Carmo,WIT
Rebeca Schroeder,Simone Diniz Junqueira Barbosa,WIT
Rebeca Schroeder,Êrica Peters do Carmo,WIT
Simone Diniz Junqueira Barbosa,Êrica Peters do Carmo,WIT
Cláudio Geyer,Luis Silva,SBCUP
Cláudio Geyer,Valderi Leithardt,SBCUP
Cláudio Geyer,Wemerson Parreira,SBCUP
Luis Silva,Valderi Leithardt,SBCUP
Luis Silva,Wemerson Parreira,SBCUP
Valderi Leithardt,Wemerson Parreira,SBCUP
Alan Salvany Felinto,Rafael Lucien Bahr Arias,SEMISH
Adriano Yasuda,Diego Hoss,WEI
Adriano Yasuda,Gil Andrade,WEI
Adriano Yasuda,Jonatas Nascimento,WEI
Adriano Yasuda,Josepher Silva,WEI
Adriano Yasuda,Levy Silva,WEI
Adriano Yasuda,Roberta Suero,WEI
Diego Hoss,Gil Andrade,WEI
Diego Hoss,Jonatas Nascimento,WEI
Diego Hoss,Josepher Silva,WEI
Diego Hoss,Levy Silva,WEI
Diego Hoss,Roberta Suero,WEI
Gil Andrade,Jonatas Nascimento,WEI
Gil Andrade,Josepher Silva,WEI
Gil Andrade,Levy Silva,WEI
Gil Andrade,Roberta Suero,WEI
Jonatas Nascimento,Josepher Silva,WEI
Jonatas Nascimento,Levy Silva,WEI
Jonatas Nascimento,Roberta Suero,WEI
Josepher Silva,Levy Silva,WEI
Josepher Silva,Roberta Suero,WEI
Levy Silva,Roberta Suero,WEI
Gulherme Andrade,Leonardo Rocha,CTIC
Eduardo Ferreira Baroni,Gabriel Medina Braga,WPerformance
Flávio Rocha,Maykon Renan Pereira da Silva,WPerformance
Esther Luna Colombini,Rafael Anicet Zanini,CTD
Artur Jordão Lima Correia,William Robson Schwartz,CTD
Dyego Carlos Sales de Morais,Flávia Mendes de Andrade e Peres,WEI
Dyego Carlos Sales de Morais,Patrícia Cabral de Azevedo Restelli Tedesco,WEI
Dyego Carlos Sales de Morais,Taciana Pontual Falcão,WEI
Flávia Mendes de Andrade e Peres,Patrícia Cabral de Azevedo Restelli Tedesco,WEI
Flávia Mendes de Andrade e Peres,Taciana Pontual Falcão,WEI
Patrícia Cabral de Azevedo Restelli Tedesco,Taciana Pontual Falcão,WEI
Caroline Sacramento Alves,Débora Abdalla,WIT
Caroline Sacramento Alves,Juliana Maria Oliveira dos Santos,WIT
Débora Abdalla,Juliana Maria Oliveira dos Santos,WIT
Daniel de Oliveira,Esther Pacitti,WPerformance
Daniel de Oliveira,Rodrigo A. P. Silva,WPerformance
Daniel de Oliveira,Yuri Frota,WPerformance
Esther Pacitti,Rodrigo A. P. Silva,WPerformance
Esther Pacitti,Yuri Frota,WPerformance
Rodrigo A. P. Silva,Yuri Frota,WPerformance
Bruno Duarte,Dierli M. da R. Maschio,WPerformance
Bruno Duarte,Jean Patric da Costa,WPerformance
Bruno Duarte,Marcelo Teixeira,WPerformance
Dierli M. da R. Maschio,Jean Patric da Costa,WPerformance
Dierli M. da R. Maschio,Marcelo Teixeira,WPerformance
Jean Patric da Costa,Marcelo Teixeira,WPerformance
Ermeson Andrade,Ewerton Queiroz,WPerformance
Ermeson Andrade,Gustavo Callou,WPerformance
Ermeson Andrade,Júlio Mendonça,WPerformance
Ermeson Andrade,Valdir Carvalho,WPerformance
Ewerton Queiroz,Gustavo Callou,WPerformance
Ewerton Queiroz,Júlio Mendonça,WPerformance
Ewerton Queiroz,Valdir Carvalho,WPerformance
Gustavo Callou,Júlio Mendonça,WPerformance
Gustavo Callou,Valdir Carvalho,WPerformance
Júlio Mendonça,Valdir Carvalho,WPerformance
Denilson Souza Bélo,Edson Midorikawa,WPerformance
Denilson Souza Bélo,Liria Sato,WPerformance
Edson Midorikawa,Liria Sato,WPerformance
Darlan Eziquiel Felisberto da Silva,Karina Wiechork,WPerformance
Darlan Eziquiel Felisberto da Silva,Marco Antoni,WPerformance
Karina Wiechork,Marco Antoni,WPerformance
Ana Caroline Fernandes Spengler,Paulo Sérgio Lopes de Souza,WPerformance
Luciana S. Buriol,Toni I. Wickert,CTD
Cristiano Maciel,Karen da Silva Figueiredo Medeiros Ribeiro,WIT
Cristiano Maciel,Leticia Santos Machado,WIT
Cristiano Maciel,Luciana Bolan Frigo,WIT
Cristiano Maciel,Silvia Amelia Bim,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,Leticia Santos Machado,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,Luciana Bolan Frigo,WIT
Karen da Silva Figueiredo Medeiros Ribeiro,Silvia Amelia Bim,WIT
Leticia Santos Machado,Luciana Bolan Frigo,WIT
Leticia Santos Machado,Silvia Amelia Bim,WIT
Luciana Bolan Frigo,Silvia Amelia Bim,WIT
Eduardo Figueiredo,Maurício Souza,WEI
Eduardo Figueiredo,Renata Moreira,WEI
Maurício Souza,Renata Moreira,WEI
Ayla Dantas,Ivonildo Neto,WEI
Ayla Dantas,Matheus Oliveira,WEI
Ivonildo Neto,Matheus Oliveira,WEI
Adson Esteves,Aluizio Filho,WEI
Adson Esteves,André Raabe,WEI
Adson Esteves,Luiz Noschang,WEI
Aluizio Filho,André Raabe,WEI
Aluizio Filho,Luiz Noschang,WEI
André Raabe,Luiz Noschang,WEI
Celina M. H. de Figueiredo,Franklin de L. Marquezino,ETC
Celina M. H. de Figueiredo,Luis A. B. Kowada,ETC
Franklin de L. Marquezino,Luis A. B. Kowada,ETC
Aleteia Araujo,Maristela Holanda,WIT
Aloísio Alkmim de Oliveira Filho,Gustavo Bittencourt Machado,WASHES
Aloísio Alkmim de Oliveira Filho,Izabela Lorena Azevedo,WASHES
Aloísio Alkmim de Oliveira Filho,Larissa Kiana Santos Azevedo Martins,WASHES
Aloísio Alkmim de Oliveira Filho,Nayana Borges das Mercês,WASHES
Aloísio Alkmim de Oliveira Filho,Tayana Nery Franca,WASHES
Aloísio Alkmim de Oliveira Filho,Taís Pinheiro Borges Silva,WASHES
Aloísio Alkmim de Oliveira Filho,Vanessa Michalsky Barbosa,WASHES
Gustavo Bittencourt Machado,Izabela Lorena Azevedo,WASHES
Gustavo Bittencourt Machado,Larissa Kiana Santos Azevedo Martins,WASHES
Gustavo Bittencourt Machado,Nayana Borges das Mercês,WASHES
Gustavo Bittencourt Machado,Tayana Nery Franca,WASHES
Gustavo Bittencourt Machado,Taís Pinheiro Borges Silva,WASHES
Gustavo Bittencourt Machado,Vanessa Michalsky Barbosa,WASHES
Izabela Lorena Azevedo,Larissa Kiana Santos Azevedo Martins,WASHES
Izabela Lorena Azevedo,Nayana Borges das Mercês,WASHES
Izabela Lorena Azevedo,Tayana Nery Franca,WASHES
Izabela Lorena Azevedo,Taís Pinheiro Borges Silva,WASHES
Izabela Lorena Azevedo,Vanessa Michalsky Barbosa,WASHES
Larissa Kiana Santos Azevedo Martins,Nayana Borges das Mercês,WASHES
